ID,Username,Tweet,Sentiment,Location,Hashtags,Timestamp,Retweet_count,Like_count,Brand
t04709,williamlopez,"First impressions are great for Apple at Fernandezhaven, Saint Kitts and Nevis! #Trending",positive,"Fernandezhaven, Saint Kitts and Nevis",['#Trending'],2024-06-05 17:15:14.270502,541,832,Apple
t04710,shannonrussell,"Checked out the new update of Tesla at Sydney, Australia! #Trending #TechNews",neutral,"Sydney, Australia","['#Trending', '#TechNews']",2024-05-07 04:30:17.904218,576,1268,Tesla
t04711,kimberlyross,"Not satisfied with the recent changes by Netflix at New York, USA! #Trending #Innovation",negative,"New York, USA","['#Trending', '#Innovation']",2025-03-15 16:37:02.756980,149,1326,Netflix
t04712,lmontgomery,"Another fantastic innovation from Google at London, UK! #NewLaunch",positive,"London, UK",['#NewLaunch'],2024-07-06 19:30:29.282607,707,2322,Google
t04713,hughesjason,"Super impressed by the quality of Amazon at Tokyo, Japan! #NewLaunch",positive,"Tokyo, Japan",['#NewLaunch'],2024-08-06 15:34:09.957439,284,1967,Amazon
t04714,pwilliams,"Blown away by the quality of Samsung at Berlin, Germany! #Innovation #MovieNight",positive,"Berlin, Germany","['#Innovation', '#MovieNight']",2024-06-17 02:28:51.302044,45,626,Samsung
t04715,kimberly22,"Totally recommend checking out Tesla at London, UK! #FitnessGoals",positive,"London, UK",['#FitnessGoals'],2024-12-09 18:01:34.674850,222,1681,Tesla
t04716,collinsteresa,"Not sure how to feel about Netflix at Berlin, Germany! #EcoFriendly #NewLaunch",neutral,"Berlin, Germany","['#EcoFriendly', '#NewLaunch']",2024-06-15 00:16:36.024336,901,1784,Netflix
t04717,vmartinez,"Honestly, not happy with Tesla at Paris, France! #FitnessGoals #EcoFriendly",negative,"Paris, France","['#FitnessGoals', '#EcoFriendly']",2025-03-12 05:23:11.580383,141,1619,Tesla
t04718,ihughes,"Very poor performance by Nike at Paris, France! #Trending #ShopSmart",negative,"Paris, France","['#Trending', '#ShopSmart']",2025-02-19 11:45:04.073945,548,2215,Nike
t04719,christophergarcia,"Super impressed by the quality of Netflix at Toronto, Canada! #TravelDiaries #EcoFriendly",positive,"Toronto, Canada","['#TravelDiaries', '#EcoFriendly']",2025-03-09 04:08:34.895680,898,2537,Netflix
t04720,martin80,"Just another update from Samsung at Sydney, Australia! #Innovation",neutral,"Sydney, Australia",['#Innovation'],2024-09-26 09:06:12.027580,536,1671,Samsung
t04721,rthompson,"Terrible experience with Tesla at West Joshua, Jersey! #EcoFriendly",negative,"West Joshua, Jersey",['#EcoFriendly'],2025-04-18 15:57:00.460126,139,1837,Tesla
t04722,youngdonna,"Absolutely loving the latest release by Nike at Tokyo, Japan! #Innovation",positive,"Tokyo, Japan",['#Innovation'],2025-01-07 23:30:48.646628,106,1657,Nike
t04723,jenniferespinoza,"Amazing experience with the new product from Apple at Los Angeles, USA! #ShopSmart #Innovation",positive,"Los Angeles, USA","['#ShopSmart', '#Innovation']",2024-06-15 19:40:30.364991,63,2026,Apple
t04724,karen05,"Really disappointed with the latest update from Adidas at São Paulo, Brazil! #MovieNight #EcoFriendly",negative,"São Paulo, Brazil","['#MovieNight', '#EcoFriendly']",2025-01-27 06:53:47.747818,139,1068,Adidas
t04725,jasmine03,"Honestly, not happy with Nike at Berlin, Germany! #EcoFriendly #Trending",negative,"Berlin, Germany","['#EcoFriendly', '#Trending']",2025-02-01 01:03:18.866521,533,1017,Nike
t04726,vgardner,"Major letdown from Adidas at São Paulo, Brazil! #Innovation #TechNews",negative,"São Paulo, Brazil","['#Innovation', '#TechNews']",2025-02-01 22:05:22.379563,733,787,Adidas
t04727,claudiajennings,"Very poor performance by Amazon at São Paulo, Brazil! #TravelDiaries #EcoFriendly",negative,"São Paulo, Brazil","['#TravelDiaries', '#EcoFriendly']",2024-09-06 11:29:45.617435,455,1719,Amazon
t04728,taylorcollins,"Another fantastic innovation from Amazon at New Johnport, Greenland! #ShopSmart",positive,"New Johnport, Greenland",['#ShopSmart'],2024-11-14 22:19:03.967808,188,2112,Amazon
t04729,dawn94,"Yet to form a solid opinion about Tesla at Mumbai, India! #ShopSmart #MovieNight",neutral,"Mumbai, India","['#ShopSmart', '#MovieNight']",2024-08-27 12:28:02.839611,609,2465,Tesla
t04730,frank94,"Giving a try to Samsung at São Paulo, Brazil! #EcoFriendly #ShopSmart",neutral,"São Paulo, Brazil","['#EcoFriendly', '#ShopSmart']",2024-08-24 02:16:09.206432,849,1124,Samsung
t04731,charlesmartin,"Not satisfied with the recent changes by Netflix at Paris, France! #NewLaunch",negative,"Paris, France",['#NewLaunch'],2024-05-17 12:21:18.645843,299,730,Netflix
t04732,heathermitchell,"Not sure how to feel about Tesla at Sydney, Australia! #Trending #NewLaunch",neutral,"Sydney, Australia","['#Trending', '#NewLaunch']",2024-05-11 13:40:46.761717,772,1364,Tesla
t04733,whitneysherman,"Could have been better, talking about Tesla at Diazport, Western Sahara! #TravelDiaries",negative,"Diazport, Western Sahara",['#TravelDiaries'],2025-02-03 19:04:05.486084,820,1290,Tesla
t04734,williammeyers,"Just another update from Netflix at Los Angeles, USA! #ShopSmart #TechNews",neutral,"Los Angeles, USA","['#ShopSmart', '#TechNews']",2025-04-16 22:18:33.492889,237,566,Netflix
t04735,taylorcrystal,"First impressions are great for Adidas at Paris, France! #MovieNight",positive,"Paris, France",['#MovieNight'],2025-01-11 10:57:53.548199,213,1177,Adidas
t04736,codybarber,"Just another update from Nike at New York, USA! #TravelDiaries #Trending",neutral,"New York, USA","['#TravelDiaries', '#Trending']",2024-06-14 21:33:42.091517,840,1055,Nike
t04737,jamie22,"Mixed feelings about Samsung at Sydney, Australia! #TravelDiaries",neutral,"Sydney, Australia",['#TravelDiaries'],2024-10-11 12:16:42.555132,447,801,Samsung
t04738,ogray,"Not sure how to feel about Google at Alanbury, Lebanon! #TechNews",neutral,"Alanbury, Lebanon",['#TechNews'],2025-02-28 16:10:12.222078,643,1889,Google
t04739,robersonbrett,"Could have been better, talking about Tesla at Mumbai, India! #Trending",negative,"Mumbai, India",['#Trending'],2025-04-12 18:46:04.162493,155,1498,Tesla
t04740,qhall,"Just another update from Tesla at Mumbai, India! #EcoFriendly #MovieNight",neutral,"Mumbai, India","['#EcoFriendly', '#MovieNight']",2024-11-26 05:16:59.238786,958,1138,Tesla
t04741,eric53,"Super impressed by the quality of Tesla at Toronto, Canada! #TechNews",positive,"Toronto, Canada",['#TechNews'],2025-01-23 12:29:18.545504,590,1589,Tesla
t04742,alechanson,"Unmatched service and performance by Tesla at Tokyo, Japan! #FitnessGoals #Trending",positive,"Tokyo, Japan","['#FitnessGoals', '#Trending']",2024-07-02 16:18:33.236714,20,355,Tesla
t04743,smithaaron,"Major letdown from Google at Los Angeles, USA! #MovieNight #TravelDiaries",negative,"Los Angeles, USA","['#MovieNight', '#TravelDiaries']",2025-02-06 19:47:17.503932,802,1733,Google
t04744,afisher,"Not sure how to feel about Nike at Los Angeles, USA! #TechNews #TravelDiaries",neutral,"Los Angeles, USA","['#TechNews', '#TravelDiaries']",2025-03-09 21:06:11.731079,3,921,Nike
t04745,jacobbyrd,"Exploring the features of Amazon at Carlafurt, Burkina Faso! #TechNews #Trending",neutral,"Carlafurt, Burkina Faso","['#TechNews', '#Trending']",2024-05-31 20:36:21.631130,394,1032,Amazon
t04746,bwright,"Giving a try to Apple at Lake James, Haiti! #TravelDiaries #ShopSmart",neutral,"Lake James, Haiti","['#TravelDiaries', '#ShopSmart']",2024-10-20 05:39:26.151324,382,1422,Apple
t04747,amy41,"Blown away by the quality of Google at Paris, France! #MovieNight",positive,"Paris, France",['#MovieNight'],2024-05-23 21:59:23.203646,634,833,Google
t04748,tracey42,"Could have been better, talking about Google at Sydney, Australia! #Innovation #TechNews",negative,"Sydney, Australia","['#Innovation', '#TechNews']",2025-01-30 04:19:30.983117,939,1570,Google
t04749,michellewolf,"First impressions are great for Google at Los Angeles, USA! #EcoFriendly #ShopSmart",positive,"Los Angeles, USA","['#EcoFriendly', '#ShopSmart']",2024-09-11 05:38:19.648068,590,844,Google
t04750,christinacooper,"Just another update from Netflix at Birdshire, Haiti! #ShopSmart #MovieNight",neutral,"Birdshire, Haiti","['#ShopSmart', '#MovieNight']",2024-05-22 14:28:46.936466,87,1077,Netflix
t04751,zwaters,"Checked out the new update of Amazon at Mumbai, India! #Trending",neutral,"Mumbai, India",['#Trending'],2024-12-01 20:11:32.553582,129,990,Amazon
t04752,walkersheryl,"Just another update from Amazon at North Jimmymouth, Timor-Leste! #TechNews #NewLaunch",neutral,"North Jimmymouth, Timor-Leste","['#TechNews', '#NewLaunch']",2024-06-30 15:01:15.763415,951,1807,Amazon
t04753,michael68,"Super impressed by the quality of Nike at Robinsonmouth, United States of America! #FitnessGoals #TechNews",positive,"Robinsonmouth, United States of America","['#FitnessGoals', '#TechNews']",2024-05-19 04:41:37.638311,639,1619,Nike
t04754,rmorales,"Worst experience so far with Samsung at Toronto, Canada! #TechNews #TravelDiaries",negative,"Toronto, Canada","['#TechNews', '#TravelDiaries']",2024-06-28 02:36:45.461254,83,474,Samsung
t04755,jamespierce,"Giving a try to Tesla at London, UK! #EcoFriendly",neutral,"London, UK",['#EcoFriendly'],2024-05-16 07:29:40.221728,694,1636,Tesla
t04756,fdavis,"Absolutely loving the latest release by Samsung at Tokyo, Japan! #TravelDiaries #ShopSmart",positive,"Tokyo, Japan","['#TravelDiaries', '#ShopSmart']",2024-08-31 08:31:07.201433,832,2280,Samsung
t04757,aliciawhitehead,"First impressions are great for Samsung at North Bridget, Tokelau! #Trending",positive,"North Bridget, Tokelau",['#Trending'],2024-07-12 05:08:31.261275,256,670,Samsung
t04758,cassandra11,"Amazing experience with the new product from Apple at São Paulo, Brazil! #NewLaunch #Trending",positive,"São Paulo, Brazil","['#NewLaunch', '#Trending']",2024-05-03 01:15:24.491304,269,1352,Apple
t04759,marilynallen,"First impressions are great for Adidas at Mumbai, India! #EcoFriendly",positive,"Mumbai, India",['#EcoFriendly'],2025-03-15 20:05:01.452359,712,1217,Adidas
t04760,jonathonaguirre,"Checked out the new update of Netflix at New York, USA! #EcoFriendly #TravelDiaries",neutral,"New York, USA","['#EcoFriendly', '#TravelDiaries']",2024-07-07 02:37:25.834136,514,1229,Netflix
t04761,kimberly96,"Honestly, not happy with Nike at West Chad, Saint Martin! #NewLaunch",negative,"West Chad, Saint Martin",['#NewLaunch'],2024-08-27 10:01:04.425825,518,1919,Nike
t04762,fross,"Frustrated by the poor service at Tesla at Laurenland, Panama! #ShopSmart",negative,"Laurenland, Panama",['#ShopSmart'],2024-06-30 10:06:36.431827,996,1376,Tesla
t04763,sarazamora,"Unexpected issues faced with Samsung at São Paulo, Brazil! #ShopSmart #FitnessGoals",negative,"São Paulo, Brazil","['#ShopSmart', '#FitnessGoals']",2025-03-12 02:04:43.775025,707,1328,Samsung
t04764,mdavis,"Yet to form a solid opinion about Adidas at New York, USA! #EcoFriendly",neutral,"New York, USA",['#EcoFriendly'],2024-11-24 16:02:41.619118,752,2553,Adidas
t04765,ewise,"Worst experience so far with Apple at New Matthew, Martinique! #Innovation",negative,"New Matthew, Martinique",['#Innovation'],2025-04-27 23:04:41.200073,374,911,Apple
t04766,danielbeltran,"Loving the fresh updates brought by Tesla at Mumbai, India! #NewLaunch",positive,"Mumbai, India",['#NewLaunch'],2024-08-11 11:03:26.575391,415,876,Tesla
t04767,kellywright,"Random thoughts on Netflix at New York, USA! #NewLaunch #MovieNight",neutral,"New York, USA","['#NewLaunch', '#MovieNight']",2025-04-20 09:59:03.414737,314,2008,Netflix
t04768,perkinswilliam,"Had an average experience with Apple at Sydney, Australia! #Innovation #NewLaunch",neutral,"Sydney, Australia","['#Innovation', '#NewLaunch']",2024-10-16 19:08:38.965864,886,1932,Apple
t04769,smithmorgan,"Excited about the new launch event of Nike at Diamondborough, New Caledonia! #EcoFriendly #Innovation",positive,"Diamondborough, New Caledonia","['#EcoFriendly', '#Innovation']",2024-09-02 15:33:36.354909,761,2317,Nike
t04770,debbie53,"Very poor performance by Netflix at Sydney, Australia! #TechNews #NewLaunch",negative,"Sydney, Australia","['#TechNews', '#NewLaunch']",2025-03-26 02:52:41.276705,220,318,Netflix
t04771,nicholasmoore,"Worst experience so far with Tesla at Paris, France! #MovieNight",negative,"Paris, France",['#MovieNight'],2024-10-03 14:16:53.576668,715,1829,Tesla
t04772,dixonrachel,"Amazing experience with the new product from Netflix at New York, USA! #Trending #ShopSmart",positive,"New York, USA","['#Trending', '#ShopSmart']",2024-05-07 12:01:39.067433,552,667,Netflix
t04773,kathyriley,"Totally recommend checking out Netflix at Tanyatown, Mexico! #Innovation",positive,"Tanyatown, Mexico",['#Innovation'],2025-03-10 15:04:53.894058,145,530,Netflix
t04774,tonya90,"Totally recommend checking out Tesla at Mumbai, India! #NewLaunch #Innovation",positive,"Mumbai, India","['#NewLaunch', '#Innovation']",2024-10-29 10:24:53.972800,655,2581,Tesla
t04775,jennifer71,"Not satisfied with the recent changes by Nike at São Paulo, Brazil! #FitnessGoals",negative,"São Paulo, Brazil",['#FitnessGoals'],2024-08-21 23:43:18.908919,706,2351,Nike
t04776,greenandrea,"Super impressed by the quality of Tesla at Tokyo, Japan! #Trending #TechNews",positive,"Tokyo, Japan","['#Trending', '#TechNews']",2025-02-10 06:26:11.875083,878,1939,Tesla
t04777,kgiles,"Loving the fresh updates brought by Netflix at Tokyo, Japan! #EcoFriendly #TravelDiaries",positive,"Tokyo, Japan","['#EcoFriendly', '#TravelDiaries']",2024-09-24 14:35:12.949665,813,1261,Netflix
t04778,greenephillip,"Unexpected issues faced with Tesla at London, UK! #EcoFriendly #FitnessGoals",negative,"London, UK","['#EcoFriendly', '#FitnessGoals']",2024-11-16 08:01:27.091179,737,1317,Tesla
t04779,deannarogers,"Not satisfied with the recent changes by Netflix at Tokyo, Japan! #ShopSmart",negative,"Tokyo, Japan",['#ShopSmart'],2025-01-10 16:49:35.862576,957,2824,Netflix
t04780,alexandrawilliams,"Major letdown from Tesla at São Paulo, Brazil! #TechNews #MovieNight",negative,"São Paulo, Brazil","['#TechNews', '#MovieNight']",2024-10-19 06:15:17.155212,825,2253,Tesla
t04781,amy44,"First impressions are great for Samsung at Paris, France! #MovieNight #Trending",positive,"Paris, France","['#MovieNight', '#Trending']",2025-01-01 08:41:00.050162,266,412,Samsung
t04782,sabrinamiller,"Super impressed by the quality of Amazon at Paris, France! #NewLaunch",positive,"Paris, France",['#NewLaunch'],2024-12-12 21:19:48.305804,260,905,Amazon
t04783,williamsmith,"Could have been better, talking about Apple at Mccallburgh, Heard Island and McDonald Islands! #EcoFriendly #MovieNight",negative,"Mccallburgh, Heard Island and McDonald Islands","['#EcoFriendly', '#MovieNight']",2025-02-01 03:01:15.347655,82,1636,Apple
t04784,perezjohn,"Very poor performance by Nike at East Elizabethbury, Russian Federation! #ShopSmart",negative,"East Elizabethbury, Russian Federation",['#ShopSmart'],2024-06-27 06:04:31.193455,53,1346,Nike
t04785,madisonthomas,"Mixed feelings about Samsung at Ramosport, Western Sahara! #TravelDiaries #ShopSmart",neutral,"Ramosport, Western Sahara","['#TravelDiaries', '#ShopSmart']",2024-06-25 07:05:58.766412,209,283,Samsung
t04786,dmurray,"Loving the fresh updates brought by Nike at Mumbai, India! #Innovation",positive,"Mumbai, India",['#Innovation'],2025-01-16 10:53:24.597683,566,1983,Nike
t04787,tking,"Not sure how to feel about Samsung at Berlin, Germany! #FitnessGoals",neutral,"Berlin, Germany",['#FitnessGoals'],2025-03-19 23:33:45.453421,960,1387,Samsung
t04788,nicolesanders,"Major letdown from Samsung at Los Angeles, USA! #FitnessGoals",negative,"Los Angeles, USA",['#FitnessGoals'],2025-03-07 07:14:03.585697,840,1178,Samsung
t04789,dakotawilliams,"First time trying products from Google at Sydney, Australia! #NewLaunch",neutral,"Sydney, Australia",['#NewLaunch'],2024-07-11 12:34:23.542196,568,726,Google
t04790,mcdonaldbobby,"Not sure how to feel about Tesla at São Paulo, Brazil! #MovieNight #FitnessGoals",neutral,"São Paulo, Brazil","['#MovieNight', '#FitnessGoals']",2024-07-01 22:24:49.933033,708,1022,Tesla
t04791,alexander71,"Excited about the new launch event of Apple at Los Angeles, USA! #TravelDiaries #TechNews",positive,"Los Angeles, USA","['#TravelDiaries', '#TechNews']",2024-05-07 02:20:54.863848,811,1910,Apple
t04792,perkinsangela,"Unexpected issues faced with Nike at Bendershire, Macao! #TravelDiaries",negative,"Bendershire, Macao",['#TravelDiaries'],2025-04-16 06:28:12.790586,898,2563,Nike
t04793,hansonhoward,"Mixed feelings about Adidas at Los Angeles, USA! #ShopSmart",neutral,"Los Angeles, USA",['#ShopSmart'],2025-03-19 07:16:42.942846,355,2349,Adidas
t04794,michael58,"Unexpected issues faced with Apple at Thompsonton, Senegal! #NewLaunch",negative,"Thompsonton, Senegal",['#NewLaunch'],2025-02-15 09:02:20.185725,792,2037,Apple
t04795,amy71,"Unexpected issues faced with Amazon at New York, USA! #TechNews",negative,"New York, USA",['#TechNews'],2025-02-16 17:45:49.610545,644,995,Amazon
t04796,mallory63,"Exploring the features of Apple at Berlin, Germany! #EcoFriendly #NewLaunch",neutral,"Berlin, Germany","['#EcoFriendly', '#NewLaunch']",2025-01-03 16:58:28.809793,397,732,Apple
t04797,brian74,"Had an average experience with Netflix at Johnsontown, Burkina Faso! #TravelDiaries",neutral,"Johnsontown, Burkina Faso",['#TravelDiaries'],2024-08-24 15:51:26.606673,362,1515,Netflix
t04798,cannonkristina,"Honestly, not happy with Apple at West Kristinashire, Saint Vincent and the Grenadines! #TechNews #MovieNight",negative,"West Kristinashire, Saint Vincent and the Grenadines","['#TechNews', '#MovieNight']",2024-08-20 10:01:12.924086,671,1545,Apple
t04799,david89,"Totally recommend checking out Samsung at Ericabury, Pakistan! #Innovation #ShopSmart",positive,"Ericabury, Pakistan","['#Innovation', '#ShopSmart']",2024-08-24 08:21:42.384455,654,2201,Samsung
t04800,karnold,"Mixed feelings about Apple at São Paulo, Brazil! #Innovation #ShopSmart",neutral,"São Paulo, Brazil","['#Innovation', '#ShopSmart']",2025-01-12 17:00:32.944603,698,2471,Apple
t04801,christopheraustin,"First time trying products from Adidas at Berlin, Germany! #FitnessGoals",neutral,"Berlin, Germany",['#FitnessGoals'],2024-06-11 12:58:39.385025,659,2420,Adidas
t04802,lanerachel,"First impressions are great for Amazon at Toronto, Canada! #TechNews #ShopSmart",positive,"Toronto, Canada","['#TechNews', '#ShopSmart']",2025-04-03 07:44:37.238607,507,2151,Amazon
t04803,elaine01,"Very poor performance by Samsung at Mcintyreville, Bermuda! #TravelDiaries",negative,"Mcintyreville, Bermuda",['#TravelDiaries'],2025-01-10 11:28:36.377227,858,1356,Samsung
t04804,brianbrown,"Had an average experience with Nike at Mumbai, India! #FitnessGoals",neutral,"Mumbai, India",['#FitnessGoals'],2025-03-09 10:29:19.675040,712,1870,Nike
t04805,pjenkins,"Major letdown from Nike at Toronto, Canada! #MovieNight",negative,"Toronto, Canada",['#MovieNight'],2024-11-26 07:41:52.326725,970,1423,Nike
t04806,gonzalezmargaret,"Blown away by the quality of Netflix at Sydney, Australia! #EcoFriendly",positive,"Sydney, Australia",['#EcoFriendly'],2024-09-08 00:04:17.198526,427,1970,Netflix
t04807,maydeanna,"Loving the fresh updates brought by Apple at Tokyo, Japan! #ShopSmart #TechNews",positive,"Tokyo, Japan","['#ShopSmart', '#TechNews']",2025-03-15 12:47:32.619417,332,980,Apple
t04808,pecksamantha,"Totally recommend checking out Samsung at South Ginamouth, Cuba! #TechNews #NewLaunch",positive,"South Ginamouth, Cuba","['#TechNews', '#NewLaunch']",2024-10-17 15:30:20.818879,240,1430,Samsung
t04809,beth05,"Yet to form a solid opinion about Tesla at Kennedystad, Cyprus! #Innovation",neutral,"Kennedystad, Cyprus",['#Innovation'],2025-04-07 22:48:55.023410,417,971,Tesla
t04810,anthonyhudson,"Had an average experience with Nike at London, UK! #TravelDiaries #TechNews",neutral,"London, UK","['#TravelDiaries', '#TechNews']",2024-10-18 04:12:36.070049,951,1592,Nike
t04811,ashley32,"Terrible experience with Apple at Paris, France! #TravelDiaries",negative,"Paris, France",['#TravelDiaries'],2024-07-10 07:25:36.245745,142,1736,Apple
t04812,jane11,"Totally recommend checking out Google at São Paulo, Brazil! #TravelDiaries #Innovation",positive,"São Paulo, Brazil","['#TravelDiaries', '#Innovation']",2024-12-06 13:38:19.482561,308,1512,Google
t04813,cacosta,"Not sure how to feel about Netflix at London, UK! #TravelDiaries",neutral,"London, UK",['#TravelDiaries'],2024-07-05 10:13:16.800001,486,1965,Netflix
t04814,debbiecarter,"Checked out the new update of Nike at Brianville, Cayman Islands! #EcoFriendly",neutral,"Brianville, Cayman Islands",['#EcoFriendly'],2024-06-18 02:21:21.725750,10,315,Nike
t04815,lawrence29,"Really disappointed with the latest update from Nike at Paris, France! #EcoFriendly #MovieNight",negative,"Paris, France","['#EcoFriendly', '#MovieNight']",2025-01-28 01:38:08.285102,742,1771,Nike
t04816,elizabethmartin,"Mixed feelings about Amazon at Mumbai, India! #MovieNight",neutral,"Mumbai, India",['#MovieNight'],2024-05-22 23:46:07.712151,309,2187,Amazon
t04817,jennifer60,"Loving the fresh updates brought by Nike at London, UK! #TravelDiaries",positive,"London, UK",['#TravelDiaries'],2025-04-15 20:51:14.835851,571,1632,Nike
t04818,zwilson,"Mixed feelings about Samsung at Sydney, Australia! #EcoFriendly",neutral,"Sydney, Australia",['#EcoFriendly'],2024-08-07 23:58:54.414796,879,963,Samsung
t04819,emily44,"Loving the fresh updates brought by Amazon at Tokyo, Japan! #ShopSmart #TravelDiaries",positive,"Tokyo, Japan","['#ShopSmart', '#TravelDiaries']",2024-06-19 14:40:14.815604,215,692,Amazon
t04820,regina99,"Not sure how to feel about Samsung at Berlin, Germany! #TechNews #TravelDiaries",neutral,"Berlin, Germany","['#TechNews', '#TravelDiaries']",2025-04-26 09:07:48.670326,835,1810,Samsung
t04821,jeff63,"Major letdown from Amazon at Toronto, Canada! #TechNews #FitnessGoals",negative,"Toronto, Canada","['#TechNews', '#FitnessGoals']",2025-01-03 19:12:23.092762,7,631,Amazon
t04822,bethwhite,"Absolutely loving the latest release by Apple at New Jason, Iran! #MovieNight #TechNews",positive,"New Jason, Iran","['#MovieNight', '#TechNews']",2025-01-10 12:52:54.477494,440,1585,Apple
t04823,wagnernicholas,"Excited about the new launch event of Samsung at Los Angeles, USA! #MovieNight #Trending",positive,"Los Angeles, USA","['#MovieNight', '#Trending']",2025-01-02 08:04:13.478849,427,438,Samsung
t04824,alejandro44,"Blown away by the quality of Amazon at Los Angeles, USA! #ShopSmart",positive,"Los Angeles, USA",['#ShopSmart'],2024-05-11 08:53:23.745657,485,877,Amazon
t04825,jbryant,"Loving the fresh updates brought by Nike at Berlin, Germany! #FitnessGoals #ShopSmart",positive,"Berlin, Germany","['#FitnessGoals', '#ShopSmart']",2024-08-09 02:49:07.590400,93,1814,Nike
t04826,walshrobert,"Had an average experience with Apple at Paris, France! #Innovation",neutral,"Paris, France",['#Innovation'],2024-05-17 09:51:04.637414,201,1078,Apple
t04827,qwest,"Frustrated by the poor service at Google at Sydney, Australia! #TechNews #FitnessGoals",negative,"Sydney, Australia","['#TechNews', '#FitnessGoals']",2024-12-29 13:24:08.983814,509,2390,Google
t04828,ctaylor,"Giving a try to Netflix at New Christopherhaven, Malaysia! #NewLaunch",neutral,"New Christopherhaven, Malaysia",['#NewLaunch'],2024-08-05 10:12:53.447665,953,1983,Netflix
t04829,katie66,"Amazing experience with the new product from Google at New York, USA! #Innovation #MovieNight",positive,"New York, USA","['#Innovation', '#MovieNight']",2024-11-30 17:14:12.068468,688,2228,Google
t04830,grodriguez,"First time trying products from Apple at North Pamela, Afghanistan! #ShopSmart",neutral,"North Pamela, Afghanistan",['#ShopSmart'],2024-05-18 09:23:45.033090,21,1636,Apple
t04831,jacobsjennifer,"Amazing experience with the new product from Nike at Daviston, Ireland! #MovieNight",positive,"Daviston, Ireland",['#MovieNight'],2024-09-13 15:10:45.115051,715,1773,Nike
t04832,rachaelallen,"Absolutely loving the latest release by Amazon at São Paulo, Brazil! #MovieNight",positive,"São Paulo, Brazil",['#MovieNight'],2024-09-01 15:29:38.091080,816,2042,Amazon
t04833,brownbrandon,"Amazing experience with the new product from Netflix at Los Angeles, USA! #Trending",positive,"Los Angeles, USA",['#Trending'],2025-03-07 11:16:57.712795,233,573,Netflix
t04834,edward41,"Frustrated by the poor service at Amazon at Lake Hannahmouth, Bermuda! #NewLaunch #FitnessGoals",negative,"Lake Hannahmouth, Bermuda","['#NewLaunch', '#FitnessGoals']",2025-04-19 08:46:24.811105,99,961,Amazon
t04835,powersjoseph,"Unmatched service and performance by Samsung at Jasonside, Anguilla! #ShopSmart",positive,"Jasonside, Anguilla",['#ShopSmart'],2024-08-12 18:58:05.202397,422,1124,Samsung
t04836,pnorton,"Had an average experience with Adidas at Toronto, Canada! #ShopSmart",neutral,"Toronto, Canada",['#ShopSmart'],2024-07-11 16:19:27.554211,426,978,Adidas
t04837,greeralexandra,"Absolutely loving the latest release by Amazon at Sydney, Australia! #MovieNight",positive,"Sydney, Australia",['#MovieNight'],2025-01-27 06:06:29.738791,2,108,Amazon
t04838,summersjustin,"Had an average experience with Nike at New York, USA! #NewLaunch #TravelDiaries",neutral,"New York, USA","['#NewLaunch', '#TravelDiaries']",2024-12-24 04:19:13.898578,544,853,Nike
t04839,lisatorres,"Super impressed by the quality of Adidas at London, UK! #NewLaunch #TravelDiaries",positive,"London, UK","['#NewLaunch', '#TravelDiaries']",2024-08-28 10:36:26.492970,349,1807,Adidas
t04840,moorejustin,"Very poor performance by Nike at Los Angeles, USA! #TravelDiaries",negative,"Los Angeles, USA",['#TravelDiaries'],2025-03-12 07:06:48.315434,134,1001,Nike
t04841,kyleduffy,"Exploring the features of Netflix at New York, USA! #TechNews",neutral,"New York, USA",['#TechNews'],2024-11-08 05:53:34.506167,442,693,Netflix
t04842,okennedy,"Super impressed by the quality of Nike at São Paulo, Brazil! #MovieNight",positive,"São Paulo, Brazil",['#MovieNight'],2024-06-29 02:51:29.872898,771,1697,Nike
t04843,whitebrian,"Had an average experience with Netflix at Sydney, Australia! #NewLaunch #TravelDiaries",neutral,"Sydney, Australia","['#NewLaunch', '#TravelDiaries']",2024-10-06 15:29:51.093598,655,2360,Netflix
t04844,twilliams,"Excited about the new launch event of Adidas at Tokyo, Japan! #Trending #TravelDiaries",positive,"Tokyo, Japan","['#Trending', '#TravelDiaries']",2024-08-12 19:32:16.367852,161,2039,Adidas
t04845,jrodriguez,"Not sure how to feel about Netflix at Sydney, Australia! #TechNews",neutral,"Sydney, Australia",['#TechNews'],2024-05-23 14:51:13.370900,118,1803,Netflix
t04846,gregorystephenson,"Unmatched service and performance by Nike at Sydney, Australia! #Trending",positive,"Sydney, Australia",['#Trending'],2024-11-11 04:57:00.649851,876,1201,Nike
t04847,kellygreen,"Could have been better, talking about Google at Port Sabrinamouth, Senegal! #Innovation",negative,"Port Sabrinamouth, Senegal",['#Innovation'],2024-05-08 13:57:26.656974,982,1210,Google
t04848,ugreen,"Exploring the features of Samsung at London, UK! #TechNews",neutral,"London, UK",['#TechNews'],2024-09-21 01:54:36.637565,896,978,Samsung
t04849,cherylmiller,"Loving the fresh updates brought by Adidas at Los Angeles, USA! #EcoFriendly #Trending",positive,"Los Angeles, USA","['#EcoFriendly', '#Trending']",2024-08-12 20:19:06.727970,625,1753,Adidas
t04850,farnold,"Terrible experience with Amazon at São Paulo, Brazil! #ShopSmart",negative,"São Paulo, Brazil",['#ShopSmart'],2024-07-30 12:19:03.136851,604,1118,Amazon
